                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     65,                0.65449,                 0.4207,                0.97256,                0.96374,                0.95725,                0.98156,                0.86837,                0.53067,                0.31392,                0.89323,               0.003763,               0.003763,               0.003763
                     66,                0.65165,                 0.4185,                0.97079,                 0.9655,                0.95588,                0.98177,                0.86745,                0.53289,                0.31478,                0.89449,               0.003664,               0.003664,               0.003664
                     67,                 0.6497,                0.41791,                0.96934,                0.96445,                 0.9548,                0.98114,                0.86581,                0.54253,                 0.3201,                0.89482,               0.003565,               0.003565,               0.003565
                     68,                0.64855,                0.41478,                 0.9696,                0.96587,                0.95586,                  0.982,                0.86872,                0.53095,                0.31302,                0.89341,               0.003466,               0.003466,               0.003466
                     69,                0.64778,                0.41571,                0.96849,                0.96349,                0.95787,                0.98189,                0.86927,                0.53204,                 0.3136,                0.89292,               0.003367,               0.003367,               0.003367
                     70,                0.64921,                0.41442,                 0.9672,                0.96327,                0.95806,                0.98214,                0.86811,                0.53276,                0.31334,                0.89377,               0.003268,               0.003268,               0.003268
                     71,                 0.6493,                0.41309,                0.96694,                0.96282,                0.95832,                0.98215,                0.86896,                0.53195,                0.31291,                0.89277,               0.003169,               0.003169,               0.003169
                     72,                0.64614,                0.41193,                0.96597,                0.96364,                0.95688,                0.98197,                0.86863,                0.53251,                0.31303,                0.89308,                0.00307,                0.00307,                0.00307
                     73,                0.64444,                0.41315,                0.96658,                0.96324,                0.95761,                0.98204,                 0.8684,                0.53331,                0.31262,                0.89347,               0.002971,               0.002971,               0.002971
                     74,                0.64319,                0.40794,                0.96631,                0.96396,                0.95755,                0.98192,                 0.8689,                0.53313,                0.31254,                 0.8928,               0.002872,               0.002872,               0.002872
                     75,                0.64093,                0.40647,                0.96461,                0.96425,                0.95792,                 0.9821,                0.86846,                0.53427,                0.31189,                0.89371,               0.002773,               0.002773,               0.002773
                     76,                0.64218,                0.40762,                0.96575,                0.96424,                0.95773,                0.98204,                0.86874,                0.53314,                0.31163,                0.89286,               0.002674,               0.002674,               0.002674
                     77,                0.64141,                0.40655,                 0.9657,                 0.9644,                0.95783,                0.98187,                0.86914,                0.53278,                0.31136,                 0.8922,               0.002575,               0.002575,               0.002575
                     78,                0.63682,                0.40245,                0.96223,                0.96477,                0.95699,                0.98199,                0.86913,                 0.5326,                0.31125,                0.89213,               0.002476,               0.002476,               0.002476
